Br,C,Cl,F,H,N,O,S
0,17,0,0,25,5,1,1
0,17,0,0,25,5,1,1
0,17,0,0,25,5,1,1
0,17,0,0,25,5,1,1
0,17,0,0,25,5,1,1
0,17,0,0,25,5,1,1
0,15,0,0,12,4,1,2
0,15,0,0,12,4,1,2
0,15,0,0,12,4,1,2
0,15,0,0,12,4,1,2
0,15,0,0,12,4,1,2
0,15,0,0,12,4,1,2
0,18,0,0,23,3,2,1
0,18,0,0,23,3,2,1
0,18,0,0,23,3,2,1
0,18,0,0,23,3,2,1
0,18,0,0,23,3,2,1
0,15,0,0,19,3,1,1
0,15,0,0,19,3,1,1
0,15,0,0,19,3,1,1
0,14,0,1,11,2,1,1
0,14,0,1,11,2,1,1
0,17,0,0,18,2,4,1
0,17,0,0,18,2,4,1
0,16,0,0,14,2,2,1
0,16,0,0,14,2,2,1
0,16,0,0,14,2,3,1
0,16,0,0,14,2,3,1
0,18,0,0,22,2,3,1
0,18,0,0,22,2,3,1
0,18,0,0,22,2,3,1
0,16,0,0,16,2,3,1
0,16,0,0,18,2,2,1
0,16,0,0,18,2,2,1
0,16,0,0,18,2,2,1
0,16,0,0,16,2,4,1
0,12,0,0,18,2,2,1
0,12,0,0,18,2,2,1
0,18,0,0,16,2,2,1
0,18,0,0,16,2,2,1
0,18,0,0,16,2,2,1
0,16,0,0,18,2,2,2
0,16,0,0,18,2,2,2
0,16,0,0,18,2,2,2
0,16,0,0,18,2,2,2
0,16,0,0,18,2,2,2
0,16,0,0,18,2,2,2
0,16,0,0,18,2,2,2
0,17,0,0,20,2,2,2
0,17,0,0,20,2,2,2
0,17,0,0,20,2,2,2
0,17,0,0,20,2,2,2
0,17,0,0,20,2,2,2
0,16,0,0,18,2,2,1
0,16,0,0,18,2,2,1
0,15,0,1,15,2,2,1
0,13,0,0,14,2,2,2
0,16,0,0,15,3,2,1
0,13,0,0,14,2,3,1
0,17,0,0,18,2,4,1
0,12,0,0,16,2,2,1
0,13,0,0,20,2,2,1
0,13,0,0,20,2,2,1
0,17,0,0,21,3,2,1
0,17,0,0,21,3,2,1
0,18,0,0,22,2,3,1
0,18,0,0,22,2,3,1
0,16,0,0,18,2,2,1
0,16,0,0,18,2,2,1
0,16,0,0,18,2,2,1
0,16,0,0,18,2,2,1
0,16,0,0,18,2,2,1
0,17,0,0,20,2,2,1
0,17,0,0,20,2,2,1
0,16,0,0,18,2,2,2
0,16,0,0,18,2,2,2
0,16,0,0,18,2,2,2
0,16,0,0,18,2,2,2
0,16,0,0,18,2,2,2
0,15,1,0,15,2,2,1
0,18,0,0,23,3,1,1
0,18,0,0,23,3,1,1
0,18,0,0,23,3,1,1
0,18,0,0,23,3,1,1
0,18,0,0,23,3,1,1
0,18,0,0,23,3,1,1
0,17,0,0,17,1,4,1
0,17,0,0,19,1,4,1
0,17,0,0,19,1,4,1
0,17,0,0,19,1,4,1
0,17,0,0,19,1,4,1
0,17,0,0,19,1,4,1
0,17,0,0,19,1,4,1
0,17,0,0,19,1,4,1
0,17,0,0,19,1,4,1
0,17,0,0,19,1,4,1
0,13,0,0,19,1,3,1
0,13,0,0,19,1,3,1
0,13,0,0,19,1,3,1
0,13,0,0,19,1,3,1
0,12,0,0,17,1,3,1
0,17,0,0,20,2,3,1
0,17,0,0,20,2,3,1
0,16,0,0,17,1,4,1
0,16,0,0,17,1,4,1
0,16,0,0,17,1,4,1
0,16,0,0,17,1,4,1
0,16,0,0,17,1,4,1
0,16,0,0,17,1,4,1
0,17,0,0,19,1,5,1
0,17,0,0,19,1,5,1
0,17,0,0,19,1,5,1
0,11,0,0,12,2,4,1
0,17,0,0,19,3,1,1
0,17,0,0,19,3,1,1
0,17,0,0,19,3,1,1
0,17,0,0,19,3,1,1
0,17,0,0,19,3,1,1
0,17,0,0,19,3,1,1
0,17,0,0,19,3,1,1
0,17,0,0,19,3,1,1
0,17,0,0,19,3,1,1
0,17,0,0,19,3,1,1
0,17,0,0,19,3,1,1
0,16,0,0,17,3,2,1
0,16,0,0,17,3,2,1
0,16,0,0,17,3,2,1
0,16,0,0,17,3,2,1
0,18,0,0,15,3,2,1
0,18,0,0,15,3,2,1
0,18,0,0,15,3,2,1
0,18,0,0,15,3,2,1
0,18,0,0,15,3,2,1
0,18,0,0,15,3,2,1
0,17,0,0,19,3,2,0
0,17,0,0,19,3,2,0
0,17,0,0,19,3,2,0
0,16,0,3,16,3,1,0
0,16,0,3,16,3,1,0
0,16,0,3,16,3,1,0
0,16,0,3,16,3,1,0
0,16,0,3,16,3,1,0
0,16,0,3,16,3,1,0
1,15,0,0,16,3,1,0
1,15,0,0,16,3,1,0
1,15,0,0,16,3,1,0
1,15,0,0,16,3,1,0
0,15,1,0,16,3,1,0
0,15,1,0,16,3,1,0
0,15,1,0,16,3,1,0
0,15,1,0,16,3,1,0
0,15,1,0,16,3,1,0
0,15,1,0,16,3,1,0
0,15,1,0,16,3,1,0
0,19,0,0,15,1,4,0
0,19,0,0,15,1,4,0
0,19,0,0,15,1,4,0
0,19,0,0,19,3,3,0
0,19,0,0,19,3,3,0
0,19,0,0,19,3,3,0
0,14,0,0,17,5,1,1
0,14,0,0,17,5,1,1
0,19,0,0,23,1,3,0
0,19,0,0,23,1,3,0
0,19,0,0,23,1,3,0
0,19,0,0,23,1,3,0
0,19,0,0,23,1,3,0
1,16,0,0,13,2,2,0
1,16,0,0,13,2,2,0
1,16,0,0,13,2,2,0
1,16,0,0,13,2,2,0
0,14,0,0,13,1,2,1
0,14,0,0,13,1,2,1
0,14,0,0,13,1,2,1
0,14,0,0,13,1,2,1
0,17,0,0,21,1,2,0
0,17,0,0,21,1,2,0
0,17,0,0,21,1,2,0
0,17,0,0,21,1,2,0
0,17,0,0,21,1,2,0
0,15,0,0,19,1,3,0
0,15,0,0,19,1,3,0
0,15,0,0,19,1,3,0
0,15,0,0,19,1,3,0
0,15,0,0,19,1,3,0
0,15,0,0,19,1,3,0
0,18,0,0,17,1,4,1
0,18,0,0,17,1,4,1
0,15,0,0,22,2,3,1
0,15,0,0,22,2,3,1
0,15,0,0,22,2,3,1
0,15,0,0,22,2,3,1
0,15,0,0,22,2,3,1
0,15,0,0,22,2,3,1
0,19,0,0,21,1,4,0
0,19,0,0,21,1,4,0
0,19,0,0,21,1,4,0
0,19,0,0,21,1,4,0
0,19,0,0,21,1,4,0
0,19,0,0,21,1,4,0
0,19,0,0,21,1,4,0
0,19,0,0,21,1,4,0
0,17,1,0,17,2,2,0
0,17,1,0,17,2,2,0
0,17,1,0,17,2,2,0
0,17,1,0,17,2,2,0
0,17,1,0,17,2,2,0
0,17,1,0,17,2,2,0
0,17,1,0,17,2,2,0
0,17,1,0,17,2,2,0
0,17,1,0,17,2,2,0
0,17,1,0,17,2,2,0
0,17,1,0,17,2,2,0
0,17,1,0,17,2,2,0
0,17,0,0,19,1,1,0
0,17,0,0,19,1,1,0
0,17,0,0,19,1,1,0
0,17,0,0,19,1,1,0
0,17,0,0,19,1,1,0
0,17,0,0,19,1,1,0
0,17,0,0,19,1,1,0
0,18,0,0,17,1,3,0
0,18,0,0,17,1,3,0
0,18,0,0,17,1,3,0
0,20,0,1,21,2,2,0
0,20,0,1,21,2,2,0
0,20,0,1,21,2,2,0
0,20,0,1,21,2,2,0
0,20,0,1,21,2,2,0
0,20,0,1,21,2,2,0
0,20,0,1,21,2,2,0
0,20,0,1,21,2,2,0
0,20,0,1,21,2,2,0
0,20,0,1,21,2,2,0
0,20,0,1,21,2,2,0
0,20,0,1,21,2,2,0
0,20,0,1,21,2,2,0
0,20,0,1,21,2,2,0
0,20,0,1,21,2,2,0
0,20,0,1,21,2,2,0
0,20,0,1,21,2,2,0
0,8,0,1,6,3,2,2
0,8,0,1,6,3,2,2
0,15,1,0,20,1,3,0
0,15,1,0,20,1,3,0
0,16,1,0,21,2,2,0
0,16,1,0,21,2,2,0
0,16,1,0,21,2,2,0
0,16,1,0,21,2,2,0
0,16,1,0,21,2,2,0
0,16,1,0,21,2,2,0
0,16,1,0,21,2,2,0
0,19,0,0,26,2,2,0
0,19,0,0,26,2,2,0
0,19,0,0,26,2,2,0
0,19,0,0,26,2,2,0
0,19,0,0,26,2,2,0
0,19,0,0,26,2,2,0
0,19,0,0,26,2,2,0
0,19,0,0,26,2,2,0
0,19,0,0,26,2,2,0
0,19,0,0,26,2,2,0
0,19,0,0,26,2,2,0
0,19,0,0,26,2,2,0
0,17,0,0,24,2,3,1
0,17,0,0,24,2,3,1
0,17,0,0,24,2,3,1
0,17,0,0,24,2,3,1
0,17,0,0,24,2,3,1
0,17,0,0,24,2,3,1
0,17,0,0,24,2,3,1
0,16,1,0,21,2,2,0
0,16,1,0,21,2,2,0
0,16,1,0,21,2,2,0
0,16,1,0,21,2,2,0
0,17,0,2,17,1,3,0
0,17,0,2,17,1,3,0
0,17,0,2,17,1,3,0
0,17,0,2,17,1,3,0
0,17,0,2,17,1,3,0
0,19,0,0,21,1,2,0
0,19,0,0,21,1,2,0
0,19,0,0,21,1,2,0
0,19,0,0,21,1,2,0
0,19,0,0,21,1,2,0
0,19,0,0,21,1,2,0
0,19,0,0,21,1,2,0
0,19,0,0,21,1,2,0
0,19,0,0,21,1,2,0
0,19,0,0,21,1,2,0
0,19,0,0,21,1,2,0
0,15,0,2,13,1,1,0
0,15,0,2,13,1,1,0
0,15,0,2,13,1,1,0
0,15,0,2,13,1,1,0
0,15,0,2,13,1,1,0
0,17,0,0,19,1,2,0
0,17,0,0,19,1,2,0
0,17,0,0,19,1,2,0
0,17,0,0,19,1,2,0
0,17,0,0,19,1,2,0
0,17,0,0,19,1,2,0
0,17,0,0,19,1,2,0
0,17,0,0,19,1,2,0
0,20,0,0,21,1,4,0
0,20,0,0,21,1,4,0
0,20,0,0,21,1,4,0
0,20,0,0,21,1,4,0
0,20,0,0,21,1,4,0
0,20,0,0,21,1,4,0
0,20,0,0,21,1,4,0
0,20,0,0,21,1,4,0
0,20,0,0,21,1,4,0
0,20,0,0,21,1,4,0
0,20,0,0,21,1,4,0
0,20,0,0,21,1,4,0
0,20,0,0,21,1,4,0
0,20,0,0,21,1,4,0
0,20,0,0,21,1,4,0
0,20,0,0,21,1,4,0
0,20,0,0,21,1,4,0
0,20,0,0,21,1,4,0
0,20,0,0,21,1,4,0
0,20,0,0,21,1,4,0
0,14,0,0,20,2,4,1
0,14,0,0,20,2,4,1
0,14,0,0,20,2,4,1
0,14,0,0,20,2,4,1
0,14,0,0,20,2,4,1
0,14,0,0,20,2,4,1
0,14,0,0,20,2,4,1
0,15,0,0,12,2,1,2
0,15,0,0,12,2,1,2
0,15,0,0,12,2,1,2
0,15,0,0,12,2,1,2
0,15,0,0,12,2,1,2
0,13,0,0,10,6,2,0
0,16,0,0,15,1,3,0
0,16,0,0,15,1,3,0
0,16,0,0,15,1,3,0
0,19,0,0,19,3,2,0
0,19,0,0,19,3,2,0
0,19,0,0,18,2,4,0
0,19,0,0,18,2,4,0
0,19,0,0,18,2,4,0
0,19,0,0,18,2,4,0
0,15,0,1,14,1,2,0
0,15,0,1,14,1,2,0
0,18,0,0,19,1,3,0
0,18,0,0,19,1,3,0
0,18,0,0,19,1,3,0
0,18,0,0,19,1,3,0
0,18,0,0,19,1,3,0
1,16,0,0,14,1,3,0
1,16,0,0,14,1,3,0
1,14,0,0,12,5,1,0
1,14,0,0,12,5,1,0
1,14,0,0,9,2,1,0
0,18,0,0,20,2,3,1
0,18,0,0,20,2,3,1
0,18,0,0,20,2,3,1
0,18,0,0,20,2,3,1
0,16,0,0,21,1,2,0
0,16,0,0,21,1,2,0
0,16,0,0,21,1,2,0
0,16,0,0,21,1,2,0
0,16,0,0,21,1,2,0
0,19,0,0,21,1,4,0
0,19,0,0,21,1,4,0
0,19,0,0,21,1,4,0
0,19,0,0,21,1,4,0
0,19,0,0,21,1,4,0
0,19,0,0,21,1,4,0
0,19,0,0,20,2,2,0
0,19,0,0,20,2,2,0
0,18,0,0,19,1,3,0
0,18,0,0,19,1,3,0
0,18,0,0,19,1,3,0
0,18,0,0,19,1,3,0
0,19,0,0,20,2,3,0
0,19,0,0,20,2,3,0
0,19,0,0,20,2,3,0
0,19,0,0,20,2,3,0
0,19,0,0,20,2,3,0
0,19,0,0,20,2,3,0
0,19,0,0,20,2,3,0
0,19,0,0,21,1,4,0
0,19,0,0,21,1,4,0
0,19,0,0,21,1,4,0
0,19,0,0,21,1,4,0
0,19,0,0,21,1,4,0
0,19,0,0,21,1,4,0
0,15,0,1,12,1,3,0
0,19,0,1,19,2,2,0
0,19,0,1,19,2,2,0
0,19,0,1,19,2,2,0
0,19,0,1,19,2,2,0
0,19,0,1,19,2,2,0
0,16,0,1,14,1,3,0
0,16,0,1,14,1,3,0
0,18,0,1,16,3,2,0
0,18,0,1,16,3,2,0
0,17,0,1,16,1,4,0
0,17,0,1,16,1,4,0
0,17,0,1,16,1,4,0
0,17,0,1,16,1,4,0
0,17,0,1,16,1,4,0
0,17,0,1,14,1,3,0
0,19,0,2,18,2,2,0
0,19,0,2,18,2,2,0
0,19,0,2,18,2,2,0
0,19,0,2,18,2,2,0
0,19,0,2,18,2,2,0
0,19,0,2,18,2,2,0
0,19,0,2,18,2,2,0
0,19,0,2,18,2,2,0
0,19,0,2,18,2,2,0
0,17,0,1,15,2,3,0
0,17,0,1,15,2,3,0
0,17,0,1,15,2,3,0
0,17,0,1,15,2,3,0
0,17,0,1,15,2,3,0
0,17,0,1,15,2,3,0
0,17,0,1,15,2,3,0
0,17,0,1,15,2,3,0
0,17,0,1,15,2,3,0
0,15,0,1,15,2,3,1
0,15,0,1,15,2,3,1
0,15,0,1,15,2,3,1
0,17,0,1,17,2,3,1
0,17,0,1,17,2,3,1
0,17,0,1,17,2,3,1
0,17,0,1,17,2,3,1
0,13,0,3,8,1,1,0
0,14,0,2,11,1,2,0
0,14,0,2,11,1,2,0
0,14,0,2,11,1,2,0
0,15,0,1,15,2,3,1
0,15,0,1,15,2,3,1
0,15,0,1,15,2,3,1
0,19,0,0,19,3,3,0
0,19,0,0,19,3,3,0
0,19,0,0,20,2,3,0
0,19,0,0,20,2,3,0
0,19,0,0,20,2,3,0
0,18,0,0,22,2,4,0
0,18,0,0,22,2,4,0
0,17,1,0,14,3,2,0
0,17,1,0,14,3,2,0
0,16,1,0,14,1,3,0
0,16,1,0,14,1,3,0
0,16,1,0,14,1,3,0
0,16,1,0,14,1,3,0
0,16,1,0,14,1,3,0
0,17,1,0,16,1,4,0
0,17,1,0,16,1,4,0
0,17,1,0,16,1,4,0
0,17,1,0,16,1,4,0
0,17,1,0,16,1,4,0
0,17,1,0,16,1,4,0
0,15,0,0,20,2,5,1
0,15,0,0,20,2,5,1
0,16,0,0,22,2,4,1
0,16,0,0,22,2,4,1
0,18,0,0,13,3,2,1
0,18,0,0,13,3,2,1
0,18,0,0,13,3,2,1
0,18,0,0,13,3,2,1
0,17,0,0,24,2,3,1
0,17,0,0,24,2,3,1
0,17,0,0,24,2,3,1
0,17,0,0,24,2,3,1
0,17,0,0,24,2,3,1
0,17,0,0,24,2,3,1
0,16,0,0,21,1,4,0
0,16,0,0,21,1,4,0
0,16,0,0,21,1,4,0
0,17,0,0,21,3,2,0
0,17,0,0,21,3,2,0
0,17,0,0,21,3,2,0
0,17,0,0,21,3,2,0
0,17,0,0,21,3,2,0
0,17,0,0,21,3,2,0
0,17,0,0,21,3,2,0
0,17,0,0,23,3,3,1
0,17,0,0,23,3,3,1
0,17,0,0,23,3,3,1
0,17,0,0,23,3,3,1
0,17,0,0,23,3,3,1
0,17,0,0,23,3,3,1
0,17,0,0,23,3,3,1
0,17,0,0,23,3,3,1
0,17,0,0,23,3,3,1
0,17,0,0,23,3,3,1
0,17,0,0,23,3,3,1
0,17,0,0,23,3,3,1
0,16,0,0,18,2,2,1
0,16,0,0,18,2,2,1
0,16,0,0,18,2,2,1
0,16,0,0,18,2,2,1
0,16,0,0,18,2,2,1
0,16,0,0,18,2,2,1
0,16,0,0,18,2,2,1
0,16,0,0,18,2,2,1
0,16,0,0,18,2,2,1
0,16,0,0,18,2,2,1
0,14,0,0,20,2,3,1
0,14,0,0,20,2,3,1
0,17,0,0,23,3,4,0
0,17,0,0,23,3,4,0
0,17,0,0,23,3,4,0
0,17,0,0,23,3,4,0
0,17,0,0,23,3,4,0
0,17,0,0,23,3,4,0
0,17,0,0,23,3,4,0
0,18,0,0,21,3,4,0
0,18,0,0,21,3,4,0
0,18,0,0,21,3,4,0
0,18,0,0,21,3,4,0
0,18,0,0,21,3,4,0
0,18,0,0,21,3,4,0
0,13,0,0,14,4,3,1
0,13,0,0,14,4,3,1
0,13,0,0,14,4,3,1
0,16,0,1,17,2,3,1
0,16,0,1,17,2,3,1
0,16,0,1,17,2,3,1
0,16,0,1,17,2,3,1
0,16,0,1,17,2,3,1
0,13,0,0,20,2,3,1
0,13,0,0,20,2,3,1
0,13,0,0,20,2,3,1
0,13,0,0,20,2,3,1
0,13,0,0,20,2,3,1
0,13,0,0,20,2,3,1
0,13,0,0,20,2,3,1
0,17,0,0,14,4,3,0
0,17,0,0,14,4,3,0
0,17,0,0,14,4,3,0
0,16,0,0,12,4,5,0
0,16,0,0,12,4,5,0
0,13,0,0,12,4,3,1
0,13,0,0,12,4,3,1
0,13,0,0,12,4,3,1
0,13,0,0,12,4,3,1
0,17,0,0,20,2,3,0
0,17,0,0,20,2,3,0
0,17,0,0,20,2,3,0
0,17,0,0,20,2,3,0
0,18,0,0,21,3,3,0
0,18,0,0,21,3,3,0
0,18,0,0,21,3,3,0
0,18,0,0,21,3,3,0
0,18,0,0,21,3,3,0
0,18,0,0,21,3,3,0
0,18,0,0,21,3,3,0
0,18,0,0,21,3,3,0
0,19,0,0,28,2,4,0
0,19,0,0,28,2,4,0
0,19,0,0,28,2,4,0
0,19,0,0,28,2,4,0
0,19,0,0,28,2,4,0
0,19,0,0,28,2,4,0
0,19,0,0,28,2,4,0
0,19,0,0,28,2,4,0
0,19,0,0,28,2,4,0
0,19,0,0,28,2,4,0
0,19,0,0,28,2,4,0
0,19,0,0,28,2,4,0
0,19,0,0,28,2,4,0
0,19,0,0,28,2,4,0
0,19,0,0,28,2,4,0
0,19,0,0,28,2,4,0
0,19,0,0,28,2,4,0
0,18,0,0,19,1,3,1
0,18,0,0,19,1,3,1
0,18,0,0,19,1,3,1
0,18,0,0,19,1,3,1
0,18,0,0,19,1,3,1
0,18,0,0,19,1,3,1
0,18,0,0,19,1,3,1
0,18,0,0,19,1,3,1
0,17,0,0,21,1,4,1
0,17,0,0,21,1,4,1
0,17,0,0,21,1,4,1
0,17,0,0,21,1,4,1
0,17,0,0,21,1,4,1
0,17,0,0,21,1,4,1
0,17,0,0,21,1,4,1
0,17,0,0,21,1,4,1
0,17,0,0,21,1,4,1
0,17,0,0,21,1,4,1
0,17,0,0,21,1,4,1
0,15,0,0,13,5,1,1
0,15,0,0,13,5,1,1
0,19,0,0,16,2,1,0
0,19,0,0,16,2,1,0
0,19,0,0,16,2,1,0
0,19,0,0,16,2,1,0
0,19,0,0,16,2,1,0
0,19,0,0,17,3,1,0
0,19,0,0,17,3,1,0
0,19,0,0,17,3,1,0
0,19,0,0,17,3,1,0
0,19,0,0,17,3,1,0
0,20,0,0,17,5,1,0
0,20,0,0,17,5,1,0
0,20,0,0,17,5,1,0
0,20,0,0,17,5,1,0
0,20,0,0,17,5,1,0
0,20,0,0,17,5,1,0
0,20,0,0,17,5,1,0
0,20,0,0,17,5,1,0
0,21,0,0,20,2,3,0
0,21,0,0,20,2,3,0
0,21,0,0,20,2,3,0
0,21,0,0,20,2,3,0
0,21,0,0,20,2,3,0
0,21,0,0,20,2,3,0
0,21,0,0,20,2,3,0
0,21,0,0,20,2,3,0
0,21,0,0,20,2,3,0
0,21,0,0,20,2,3,0
0,21,0,0,20,2,3,0
0,21,0,0,20,2,3,0
0,21,0,0,20,2,3,0
0,17,1,0,18,1,3,0
0,17,1,0,18,1,3,0
0,17,1,0,18,1,3,0
0,17,1,0,18,1,3,0
0,17,1,0,18,1,3,0
0,17,1,0,18,1,3,0
0,17,1,0,18,1,3,0
0,15,1,0,14,5,1,0
0,15,1,0,14,5,1,0
0,15,1,0,14,5,1,0
0,15,1,0,14,5,1,0
0,15,1,0,14,5,1,0
0,15,1,0,14,5,1,0
0,15,1,0,14,5,1,0
0,15,1,0,14,5,1,0
0,16,0,0,19,1,3,1
0,16,0,0,19,1,3,1
0,16,0,0,19,1,3,1
0,16,0,0,19,1,3,1
0,16,0,0,19,1,3,1
0,16,0,0,19,1,3,1
0,16,0,0,19,1,3,1
0,16,0,0,19,1,3,1
0,16,0,0,19,1,3,1
0,16,0,0,19,1,3,1
0,16,0,0,19,1,3,1
0,17,1,1,17,1,3,0
0,17,1,1,17,1,3,0
0,17,1,1,17,1,3,0
0,17,1,1,17,1,3,0
0,17,1,1,17,1,3,0
0,17,1,1,17,1,3,0
0,17,1,1,17,1,3,0
0,17,1,1,17,1,3,0
0,17,1,1,17,1,3,0
0,14,0,0,13,5,1,2
0,14,0,0,13,5,1,2
0,14,0,0,13,5,1,2
0,14,0,0,13,5,1,2
0,15,0,0,15,5,1,2
0,15,0,0,15,5,1,2
0,16,0,2,22,2,2,0
0,16,0,2,22,2,2,0
0,16,0,2,22,2,2,0
0,16,0,2,22,2,2,0
0,16,0,2,22,2,2,0
0,16,0,2,22,2,2,0
0,16,0,2,22,2,2,0
0,16,0,2,22,2,2,0
0,16,0,2,22,2,2,0
0,16,0,2,22,2,2,0
0,16,0,2,22,2,2,0
0,16,0,2,22,2,2,0
0,16,0,2,22,2,2,0
0,16,0,2,22,2,2,0
0,18,1,0,16,1,3,0
0,18,1,0,16,1,3,0
0,18,1,0,16,1,3,0
0,18,1,0,16,1,3,0
0,18,0,0,19,1,3,0
0,18,0,0,19,1,3,0
0,18,0,0,19,1,3,0
0,18,0,0,19,1,3,0
0,18,0,0,19,1,3,0
0,18,0,0,19,1,3,0
0,15,0,1,11,4,2,1
0,15,0,1,11,4,2,1
0,15,0,1,11,4,2,1
0,19,0,1,22,1,4,0
0,19,0,1,22,1,4,0
0,19,0,1,22,1,4,0
0,19,0,1,22,1,4,0
0,19,0,1,22,1,4,0
0,19,0,1,22,1,4,0
0,19,0,1,22,1,4,0
0,16,0,0,19,1,3,1
0,16,0,0,19,1,3,1
0,16,0,0,19,1,3,1
0,16,0,0,19,1,3,1
0,16,0,0,19,1,3,1
0,16,0,0,19,1,3,1
0,16,0,0,19,1,3,1
0,16,0,0,19,1,3,1
0,16,0,0,19,1,3,1
0,17,1,1,17,1,3,0
0,17,1,1,17,1,3,0
0,17,1,1,17,1,3,0
0,17,1,1,17,1,3,0
0,17,1,1,17,1,3,0
0,17,1,1,17,1,3,0
0,17,1,1,17,1,3,0
0,17,1,1,17,1,3,0
0,15,0,0,13,5,2,1
0,14,0,0,13,5,2,2
0,14,0,0,13,5,2,2
0,16,0,0,21,3,3,0
0,16,0,0,21,3,3,0
0,16,0,0,21,3,3,0
0,16,0,0,21,3,3,0
0,16,0,0,21,3,3,0
0,16,0,0,21,3,3,0
0,16,0,0,21,3,3,0
0,16,0,0,23,3,2,0
0,16,0,0,23,3,2,0
0,16,0,0,23,3,2,0
0,16,0,0,23,3,2,0
0,16,0,0,23,3,2,0
0,16,0,0,23,3,2,0
0,16,0,0,23,3,2,0
0,16,0,0,23,3,2,0
0,16,0,0,23,3,2,0
0,16,0,0,23,3,2,0
0,16,0,0,23,3,2,0
0,12,1,0,13,4,1,0
0,12,1,0,13,4,1,0
0,12,1,0,13,4,1,0
0,12,1,0,13,4,1,0
0,12,1,0,13,4,1,0
0,12,1,0,13,4,1,0
0,14,1,1,13,3,1,0
0,14,1,1,13,3,1,0
0,14,1,1,13,3,1,0
0,14,1,1,13,3,1,0
0,14,1,1,13,3,1,0
0,22,0,0,24,2,2,0
0,22,0,0,24,2,2,0
0,22,0,0,24,2,2,0
0,22,0,0,24,2,2,0
0,22,0,0,24,2,2,0
0,22,0,0,24,2,2,0
0,22,0,0,24,2,2,0
0,22,0,0,24,2,2,0
0,22,0,0,24,2,2,0
0,22,0,0,24,2,2,0
0,22,0,0,24,2,2,0
0,22,0,0,24,2,2,0
0,22,0,0,24,2,2,0
0,22,0,0,24,2,2,0
0,22,0,0,24,2,2,0
0,22,0,0,24,2,2,0
0,22,0,0,24,2,2,0
0,15,0,0,20,6,4,0
0,15,0,0,20,6,4,0
0,15,0,0,20,6,4,0
0,15,0,0,20,6,4,0
0,15,0,0,20,6,4,0
0,18,0,0,23,1,4,0
0,18,0,0,23,1,4,0
0,18,0,0,23,1,4,0
0,18,0,0,23,1,4,0
0,18,0,0,23,1,4,0
0,18,0,0,23,1,4,0
0,18,0,0,23,1,4,0
0,18,0,0,23,1,4,0
0,18,0,0,23,1,4,0
0,18,0,0,24,2,4,0
0,18,0,0,24,2,4,0
0,18,0,0,24,2,4,0
0,18,0,0,24,2,4,0
0,18,0,0,24,2,4,0
0,18,0,0,24,2,4,0
0,18,0,0,24,2,4,0
0,18,0,0,24,2,4,0
0,18,0,0,24,2,4,0
0,18,0,0,24,2,4,0
0,18,0,0,24,2,4,0
0,18,0,0,24,2,4,0
0,18,0,0,24,2,4,0
0,15,0,0,19,1,4,0
0,15,0,0,19,1,4,0
0,15,0,0,19,1,4,0
0,15,0,0,19,1,4,0
0,16,0,0,17,3,3,0
0,16,0,0,17,3,3,0
0,16,0,0,17,3,3,0
0,14,1,0,13,2,3,1
0,14,1,0,13,2,3,1
0,14,1,0,13,2,3,1
0,14,1,0,13,2,3,1
0,16,0,0,23,3,3,0
0,16,0,0,23,3,3,0
0,16,0,0,23,3,3,0
0,16,0,0,23,3,3,0
0,16,0,0,23,3,3,0
0,16,0,0,23,3,3,0
0,16,0,0,23,3,3,0
0,16,0,0,23,3,3,0
0,17,0,0,22,2,3,0
0,17,0,0,22,2,3,0
0,17,0,0,22,2,3,0
0,17,0,0,22,2,3,0
0,17,0,0,22,2,3,0
0,17,0,0,22,2,3,0
0,17,0,0,22,2,3,0
0,17,0,0,22,2,3,0
0,18,0,0,20,4,2,0
0,18,0,0,20,4,2,0
0,18,0,0,20,4,2,0
0,18,0,0,20,4,2,0
0,15,0,0,21,3,3,0
0,15,0,0,21,3,3,0
0,15,0,0,21,3,3,0
0,15,0,0,21,3,3,0
0,15,0,0,21,3,3,0
0,20,0,0,23,1,4,0
0,20,0,0,23,1,4,0
0,20,0,0,23,1,4,0
0,20,0,0,23,1,4,0
0,20,0,0,23,1,4,0
0,20,0,0,23,1,4,0
0,20,0,0,23,1,4,0
0,20,0,0,23,1,4,0
0,20,0,0,23,1,4,0
0,20,0,0,23,1,4,0
0,20,0,0,23,1,4,0
0,20,0,0,23,1,4,0
0,20,0,0,23,1,4,0
0,17,0,0,19,1,3,1
0,17,0,0,19,1,3,1
0,17,0,0,19,1,3,1
0,17,0,0,19,1,3,1
0,17,0,0,19,1,3,1
0,20,0,0,23,1,3,0
0,20,0,0,23,1,3,0
0,20,0,0,23,1,3,0
0,20,0,0,23,1,3,0
0,20,0,0,23,1,3,0
0,20,0,0,23,1,3,0
0,20,0,0,23,1,3,0
0,20,0,0,23,1,3,0
0,20,0,0,23,1,3,0
0,20,0,0,23,1,3,0
0,20,0,0,23,1,3,0
0,20,0,0,23,1,3,0
0,20,0,0,23,1,3,0
0,20,0,0,23,1,3,0
0,19,0,0,24,2,4,0
0,19,0,0,24,2,4,0
0,19,0,0,24,2,4,0
0,19,0,0,24,2,4,0
0,19,0,0,24,2,4,0
0,19,0,0,24,2,4,0
0,19,0,0,24,2,4,0
0,19,0,0,24,2,4,0
0,19,0,0,24,2,4,0
0,19,0,0,24,2,4,0
0,19,0,0,24,2,4,0
